id,trainer_id,rider_id,handicap_weight
27909,2078,224,54
27896,2611,10,59
27911,2294,248,58
27910,414,10,54
28226,1101,110,58
28221,1121,496,60.5
28227,1870,495,56.5
28224,169,326,59
28222,168,105,60.5
28231,213,501,54.5
28230,1175,289,55.5
28225,752,678,58
28228,1179,107,55.5
28229,828,104,55.5
28223,1373,315,59.5
27913,658,167,58
27914,209,403,58
27912,435,173,59
27917,1300,215,54.5
27915,1601,344,58
27918,287,721,54
27916,1379,391,57.5
27923,27,20,56
27921,15,369,58
27920,15,847,58.5
27919,77,29,59
27926,1956,34,55
27928,93,658,55
27929,113,35,55
27927,47,56,55
27932,93,41,55
27930,1954,15,55
27931,82,21,55
27925,1956,939,56
27924,1956,47,56
27922,261,10,57
27938,12,304,58.5
27942,1092,53,56
27941,57,13,56.5
27934,1962,489,58.5
27939,36,135,58.5
27937,87,24,58.5
27935,1097,151,58.5
27940,1173,114,56.5
27936,1644,10,58.5
27933,1183,11,58.5
28238,1134,322,58
28244,168,91,55.5
28235,1108,305,58
28232,718,109,58
28236,2112,102,58
28234,1175,92,58
28239,169,326,58
28241,829,325,58
28233,1106,495,58
28242,1111,502,58
28237,718,104,58
28243,518,289,55.5
28240,828,100,58
27951,1375,236,54
27950,1254,180,54.5
27948,1229,389,56.5
27943,293,215,59
27946,1715,572,57.5
27944,681,345,58
27949,454,263,56
27952,356,344,54
27945,802,173,58
27947,285,233,57
27956,36,13,58.5
27957,232,31,58.5
27958,1057,489,58.5
27962,93,304,56.5
27964,76,10,56.5
27954,1763,114,58.5
27953,881,11,58.5
27959,538,53,56.5
27955,2612,86,58.5
27960,1145,444,56.5
27963,926,10,56.5
27961,2613,940,56.5
27971,1188,41,59
27965,27,20,59
27973,89,21,59
27966,109,369,59
27970,1156,494,59
27977,107,658,56.5
27967,2365,15,59
27972,1954,34,59
27968,50,68,59
27969,1196,55,59
27976,1845,35,57
27974,1213,847,59
27975,126,29,57
28258,1101,110,56.5
28254,828,104,59
28250,520,197,59
28247,518,289,59
28246,777,377,59
28256,2352,286,56.5
28249,1175,352,59
28252,2328,326,59
28245,1101,496,59
28248,177,105,59
28253,386,378,59
28255,1101,325,59
28257,386,92,56.5
28251,170,103,59
28259,829,10,56.5
28260,828,318,59
27991,293,389,58
27987,1233,413,59
27995,293,180,58
27993,431,201,58
27996,285,171,58
27989,1233,177,58.5
27998,729,354,57.5
27992,358,176,58
27994,2614,216,58
27997,534,520,57.5
27990,1427,531,58.5
27988,293,215,58.5
28008,12,304,56
27999,2613,940,58.5
28009,361,114,56
28002,70,489,58.5
28001,381,24,58.5
28012,10,53,54
28004,2367,468,56.5
28007,12,13,56.5
28011,133,6,58.5
28000,1091,11,58.5
28006,1763,31,56.5
28003,1987,444,58.5
28014,121,53,56.5
28013,36,135,56.5
28005,881,10,56.5
28010,1596,10,56
28019,1183,658,55
28016,93,369,58
28020,1773,21,54
28023,3,328,54
28022,1173,41,54
28018,1152,19,55
28021,89,20,54
28015,88,905,60.5
28024,47,55,54
28017,58,29,57.5
28025,1845,35,54
28026,2325,941,54
28030,196,110,58.5
28033,386,355,57
28027,670,92,60
28028,1175,109,59
28035,213,352,55
28034,150,90,55.5
28036,828,100,54
28039,1108,305,54
28031,1106,495,58.5
28032,671,870,58
28037,177,105,54
28038,1132,318,54
28029,1086,325,59
28052,361,114,56
28047,70,489,58.5
28048,381,24,56.5
28046,121,53,58.5
28056,57,13,58.5
28050,36,135,56.5
28055,572,310,56.5
28045,118,11,58.5
28049,572,468,56.5
28044,121,151,58.5
28054,538,10,56.5
28040,2360,86,58.5
28042,1962,444,58.5
28051,232,31,56.5
28041,524,13,58.5
28043,538,6,58.5
28057,572,310,58.5
28053,12,10,56
28065,804,391,57.5
28059,2022,172,57.5
28067,290,176,57.5
28058,1659,380,57.5
28074,356,10,57.5
28070,282,171,55.5
28073,709,572,57.5
28068,1704,234,55.5
28061,654,233,57.5
28063,293,215,57.5
28064,1034,368,57.5
28072,654,167,55.5
28071,2324,178,55.5
28062,2323,173,57.5
28060,1254,10,57.5
28066,330,360,57.5
28069,658,10,55.5
28077,63,20,59
28082,755,29,56.5
28079,1183,21,56.5
28080,1205,61,56.5
28076,38,847,59
28078,1183,658,57
28084,1936,55,54.5
28081,45,15,56.5
28085,109,369,54.5
28083,47,56,55
28075,38,905,59
28086,1185,11,60.5
28087,121,40,59.5
28091,538,114,56
28090,72,6,57
28092,380,31,54
28094,1097,151,54
28093,1636,225,54
28088,57,304,59
28095,1097,468,54
28089,524,13,58
28108,1134,92,54.5
28100,251,101,57
28099,594,352,57
28098,796,322,59
28104,150,102,56.5
28109,752,91,54.5
28112,170,103,54.5
28097,462,305,59
28102,1309,355,56.5
28103,1422,318,56.5
28105,169,326,56.5
28110,1880,90,59
28096,1870,110,59
28106,196,495,55.5
28101,668,286,56.5
28111,1160,502,59
28107,386,10,54.5
28115,293,180,58
28117,1235,342,56.5
28114,1437,235,58
28116,817,293,57
28119,330,360,55
28121,1426,846,54
28123,1850,200,54
28120,1228,10,54
28122,1229,389,54
28113,282,346,59
28124,1376,10,54
28118,458,10,55.5
28130,261,61,56.5
28126,6,15,60
28134,1158,658,54
28133,58,29,54
28125,82,34,60
28127,93,41,59.5
28131,47,55,56.5
28135,50,35,54
28128,104,847,59
28129,38,905,58.5
28132,104,518,56
28136,10,11,62.5
28142,381,24,58
28143,894,310,57
28141,1596,932,58.5
28148,2615,151,54
28144,1987,6,56.5
28145,12,13,56.5
28140,375,225,59
28147,1095,31,54
28138,133,86,59.5
28146,318,157,54
28139,12,304,59
28137,587,138,59.5
28152,722,92,56
28149,518,802,59
28154,687,897,55.5
28158,1422,103,54
28160,166,105,54
28150,150,93,58.5
28151,1373,315,57.5
28153,49,101,55.5
28155,1175,352,54
28157,751,91,54
28159,2237,849,54
28156,1140,104,54
28169,729,233,55.5
28163,359,413,58
28165,1248,401,56.5
28166,356,344,56
28162,916,201,58.5
28164,390,215,57
28167,656,172,56
28170,2155,649,54
28168,799,293,55.5
28161,285,171,58.5
28261,70,489,61
28264,12,304,59
28269,87,24,58
28270,600,151,57
28263,2613,942,59.5
28274,1097,468,55
28266,965,39,59
28265,1987,6,59
28273,572,310,55.5
28262,1636,114,59.5
28268,1193,444,58
28267,926,10,58.5
28271,380,10,56.5
28272,894,10,56
28173,139,658,61
28181,587,328,55.5
28176,88,905,59
28180,107,3,55.5
28182,1956,34,54
28183,50,35,54
28178,47,55,57
28175,1183,21,59
28174,875,939,60.5
28171,109,369,62.5
28179,1158,29,56.5
28172,1184,12,61.5
28177,1209,10,58.5
28190,382,93,54
28189,168,92,54
28187,1381,352,55.5
28193,668,305,54
28184,828,100,60.5
28191,214,107,54
28188,1203,478,55
28192,150,103,54
28185,716,678,58
28186,1134,322,57.5
28194,358,254,59
28202,328,731,54
28204,281,215,54
28198,664,345,57.5
28195,433,201,58.5
28197,729,233,58.5
28200,665,557,55.5
28203,654,368,54
28196,389,263,58.5
28199,330,10,56.5
28205,356,344,54
28201,802,171,55
28214,1096,31,56.5
28209,1636,151,58
28210,70,489,57.5
28208,572,468,58.5
28218,1193,114,54
28217,87,86,54
28212,10,11,57
28213,572,310,57
28206,72,6,61.5
28215,2540,444,56
28216,36,135,55.5
28219,318,157,54
28211,121,40,57.5
28207,12,10,59
28220,1644,24,61
27986,261,61,57
27982,1498,15,59.5
27981,45,896,61.5
27983,1156,494,58
27985,96,905,58
27978,3,3,64.5
27984,587,138,58
27980,47,56,62.5
27979,587,47,63
28282,1202,101,57.5
28287,2112,91,55
28280,595,286,59.5
28284,213,501,57
28283,386,197,57
28279,742,289,59.5
28277,150,325,60.5
28276,168,495,61
28288,1101,496,54
28281,168,322,57.5
28286,169,326,56
28285,1373,749,56
28275,168,92,61
28289,687,355,54
28278,1949,102,60
28291,12,304,59
28296,538,53,57.5
28295,375,225,57.5
28294,600,151,58
28293,894,135,58.5
28299,121,114,56
28302,1987,444,54
28301,87,86,54
28298,572,310,56
28300,1145,468,55.5
28297,1095,11,56.5
28292,70,904,59
28290,926,10,60
28303,380,31,54
29013,606,580,60
29015,855,158,59
29019,222,584,55
29018,322,231,56.5
29011,272,581,61
29014,426,163,59.5
29016,694,314,57
29012,460,10,60.5
29017,159,392,56.5
29058,358,171,58
29060,656,172,57
29061,1633,401,55.5
29059,733,216,57.5
29066,390,215,54
29057,282,199,59
29063,1704,233,54
29064,432,176,54
29062,326,345,55
29065,731,10,54
28543,297,119,59
28544,677,162,56.5
28541,252,95,59.5
28542,222,126,59
28540,1299,133,60
28549,1254,832,56.5
28550,665,175,56
28548,326,110,56.5
28552,1223,753,54
28554,396,346,54
28551,1017,531,55
28546,281,391,58
28553,765,293,54
28547,392,649,58
28555,1032,413,54
28545,1555,354,59
29072,247,158,58
29070,382,584,58.5
29068,383,98,60.5
29071,183,392,58.5
29069,272,581,59
29074,222,288,56
29073,247,164,57.5
29067,183,231,61
29075,460,10,54
29076,453,165,60.5
29078,388,236,54
29080,432,171,54
29083,432,177,54
29079,355,215,54
29077,1496,180,54
29082,389,233,54
29081,285,10,54
29084,291,253,54
29085,1437,235,54
28560,256,115,54
28558,12,184,55
28561,308,78,54
28562,36,648,54
28556,12,406,62
28563,460,455,54
28557,24,137,58.5
28559,12,10,54
29086,276,95,58
29089,305,492,56.5
29092,222,100,56
29091,222,126,56
29088,247,825,57
29087,180,133,58
29090,154,96,56
29094,830,185,58.5
29095,2326,594,57.5
29098,12,150,55.5
29102,318,157,54
29103,12,53,54
29101,1647,187,54.5
29104,405,153,54
29099,1760,196,55
29097,832,796,55.5
29093,417,149,59
29096,75,114,56
29100,135,10,55
28565,836,354,57.5
28568,1752,303,56
28570,330,360,55
28566,1624,342,57
28564,389,391,58
28569,1787,855,55.5
28567,1223,694,56.5
28571,1932,832,54
29108,78,97,59
29115,743,231,57.5
29111,741,581,57.5
29117,205,584,57
29107,126,190,59
29110,1187,20,57.5
29114,1506,159,57.5
29105,1160,604,59
29116,45,161,57.5
29121,2195,288,55.5
29120,172,839,56
29106,685,98,59
29109,14,158,59
29113,695,93,57.5
29119,1870,250,56
29122,752,287,55.5
29112,204,229,57.5
29118,16,10,56
29125,1080,636,57
29126,696,447,56.5
29123,2208,568,59
29127,2136,368,56.5
29132,2624,174,54
29130,2338,846,54
29131,1428,765,54
29128,2022,482,55.5
29124,2337,572,57
29133,2625,483,54
29129,451,634,55.5
29136,655,201,58.5
29135,388,263,59.5
29137,293,180,56.5
29142,355,176,54
29139,293,215,55.5
29145,1262,202,54
29144,1017,167,54
29146,1255,691,54
29147,1375,236,54
29138,820,403,56.5
29143,1249,233,54
29134,272,171,60
29141,837,165,55
29140,655,345,55
28579,2279,350,57
28577,860,388,59
28573,860,29,59
28583,2619,316,57
28578,2258,481,57
28582,1071,35,57
28580,859,464,57
28572,1052,19,59
28576,2279,21,59
28581,1075,358,57
28584,2620,10,59
28574,45,15,59
28575,18,32,59
29156,25,181,54.5
29155,134,786,55
29154,469,406,57
29151,272,78,59
29152,12,1,58.5
29153,12,24,58.5
29150,2326,192,59
29149,93,708,59
29158,976,137,54
29148,361,404,61
29157,630,623,54
28304,305,492,59
28307,152,92,58.5
28306,272,126,58.5
28305,154,326,59
28311,1100,355,55
28310,1112,100,55.5
28309,426,95,56
28308,1735,353,57
28312,161,133,55
28586,12,723,59
28590,379,796,54
28587,1751,227,57.5
28589,932,153,54
28585,379,156,59.5
28593,1636,151,54
28595,421,811,54
28591,1647,188,54
28594,446,579,54
28588,417,594,56
28596,1636,10,54
28592,304,149,54
28315,659,346,57
28320,431,389,54
28316,658,531,57
28317,729,262,56
28314,818,528,58
28313,665,360,59
28319,1233,413,55
28318,1588,567,56
28599,273,680,55
28600,2326,190,54
28598,2287,944,55.5
28597,535,581,61
28601,276,158,54
28602,297,164,54
28604,386,491,54
28605,305,580,54
28603,272,287,54
28327,1790,447,55.5
28330,1654,174,55.5
28333,1437,10,57.5
28322,1481,846,57.5
28325,816,524,55.5
28323,1043,611,57.5
28326,658,368,55.5
28331,2270,482,55.5
28334,292,634,55.5
28324,1425,634,55.5
28321,327,380,57.5
28328,1427,10,55.5
28332,1605,10,53
28329,2162,10,55.5
28612,281,176,54
28614,397,215,54
28610,281,233,55
28609,285,113,57.5
28607,452,199,58.5
28613,357,348,54
28611,1248,401,54.5
28615,326,165,54
28606,32,216,59.5
28608,769,345,58
28625,2075,34,54
28619,2279,350,56
28616,1498,15,58
28621,678,358,55.5
28623,2619,316,54
28617,939,21,57
28618,2258,481,56.5
28624,2247,388,54
28622,1054,35,54.5
28620,18,711,55.5
28629,2326,786,56.5
28634,117,83,54
28626,308,406,59
28633,29,184,54
28628,12,1,57.5
28627,272,764,57.5
28630,25,25,56
28631,362,137,54
28635,25,404,54
28632,763,523,54
28636,276,492,58.5
28637,297,119,58
28640,272,126,56
28645,1099,92,56
28642,221,326,56
28638,2287,355,58
28639,297,100,56.5
28641,463,162,56
28643,305,95,56
28644,424,132,56
28339,1057,188,58
28341,2326,594,55
28343,270,153,54.5
28335,833,156,59
28342,1883,187,54.5
28344,316,608,54
28336,379,589,59
28338,318,157,58
28345,780,873,54
28337,361,114,58.5
28340,93,10,57
28346,1636,10,54
28352,2039,390,55.5
28347,986,346,59
28349,328,200,59
28348,392,903,59
28353,1805,415,55.5
28354,281,110,55.5
28355,1376,342,54
28351,1581,175,57.5
28350,1437,235,59
28360,272,287,55
28362,537,190,55
28361,276,158,55
28365,179,97,55
28366,180,164,55
28359,186,580,55
28358,2287,161,56
28364,515,491,55
28357,293,584,56
28356,297,943,57
28363,161,229,55
28649,1080,636,57
28650,1443,611,55
28646,1905,482,58
28648,454,416,57.5
28653,2015,380,54
28647,1882,524,57.5
28651,392,616,54
28652,1428,765,54
28655,337,207,58
28666,339,223,56
28656,2052,329,58
28664,2442,247,56
28663,506,273,58
28654,552,248,58
28667,638,241,56
28665,573,209,56
28668,1807,218,56
28657,477,242,58
28670,493,277,56
28659,552,212,58
28669,493,276,56
28662,493,10,58
28661,371,208,58
28671,639,10,58
28660,617,540,58
28658,501,269,58
28685,1235,253,54
28680,452,345,56
28676,326,171,58.5
28681,814,165,56
28675,330,167,58.5
28673,566,173,58.5
28682,358,254,56
28674,293,180,58.5
28677,727,214,58
28683,1262,215,55
28672,768,113,59
28678,285,216,58
28679,356,10,57.5
28684,290,10,54.5
28695,44,15,55
28691,2468,432,55.5
28694,2619,316,55
28698,1075,464,55
28693,2619,29,55
28689,860,388,56.5
28697,2277,34,55
28690,1209,21,55.5
28696,1970,358,55
28692,2258,481,55
28688,746,870,57
28686,2349,19,59
28699,1590,35,55
28687,878,10,59
28701,93,45,56.5
28706,117,184,55
28704,25,182,55
28700,2326,777,56.5
28705,34,115,55
28709,405,78,55
28707,611,764,55
28710,405,570,55
28708,22,708,55
28711,469,181,55
28703,51,8,55
28702,29,527,55
28718,887,305,54
28714,203,326,59
28713,1100,100,59.5
28712,235,112,60.5
28716,155,96,56.5
28720,222,119,54
28717,1219,359,54.5
28715,1524,22,57
28719,181,10,54
28721,320,188,60
28729,2118,791,57
28724,318,157,59
28722,361,114,60
28733,831,407,54
28735,318,156,54
28731,898,873,56
28726,1608,187,58.5
28723,268,150,59.5
28727,1580,153,58
28730,866,811,57
28725,2326,594,59
28734,379,10,54
28732,270,10,54
28728,600,151,57.5
28737,1233,413,57.5
28740,656,945,55.5
28739,281,354,55.5
28741,393,528,55
28736,2034,234,59
28738,2175,235,55.5
28745,360,520,54
28744,326,415,54
28742,330,360,55
28743,817,293,54
28752,276,158,54
28750,518,491,57.5
28753,594,164,54
28747,273,584,58.5
28751,461,190,56
28746,297,287,58.5
28754,159,288,54
28749,661,93,57.5
28748,297,944,58.5
28760,2128,174,55
28758,2012,447,57.5
28759,1260,659,56.5
28761,1043,474,54
28756,1248,946,58
28755,1496,524,59
28762,1659,947,54
28763,2270,616,54
28757,1481,10,58
28766,2294,212,55
28764,342,540,58.5
28765,337,210,57
28767,1269,798,55
28768,1631,278,55
28769,476,209,54
28770,502,10,54
28774,358,113,55.5
28771,355,199,60.5
28772,15,172,59
28777,453,202,54
28773,566,173,56
28779,1027,177,54
28775,285,233,54.5
28778,293,215,54
28776,1852,401,54
28781,954,388,61
28784,236,19,57
28786,1209,316,56
28785,44,15,56.5
28787,20,21,56
28780,1154,18,62
28788,1590,35,54
28783,1498,350,58
28782,1498,10,59.5
28374,12,304,55
28369,2326,570,55
28367,32,182,56.5
28372,93,181,55
28373,230,708,55
28375,310,217,55
28371,34,115,55
28368,2326,10,55
28370,34,10,55
28798,272,492,54
28797,180,99,57
28793,202,353,58.5
28791,222,100,59.5
28792,222,96,59.5
28794,424,95,58.5
28799,222,305,54
28790,276,143,60.5
28796,272,162,57
28795,692,119,58
28789,272,10,61
28383,270,684,54.5
28379,295,53,55.5
28378,380,157,58.5
28389,318,796,54
28381,318,187,55
28380,932,185,55
28377,361,114,59.5
28382,1683,227,54.5
28376,1143,811,61
28384,1644,10,54.5
28385,1596,10,54
28388,316,194,54
28386,1205,10,54
28387,447,10,54
28801,655,175,58.5
28803,1307,110,56
28806,395,774,54.5
28804,1343,116,54.5
28800,803,596,59
28807,1017,531,54.5
28809,1249,235,54
28808,1376,105,54
28802,355,391,57.5
28805,1910,10,54.5
28395,272,581,57
28391,297,944,59
28393,180,584,59
28396,518,158,57
28394,272,580,58.5
28390,272,287,59
28392,272,164,59
28397,1790,634,58
28402,1815,765,55.5
28399,2338,611,56.5
28404,1605,616,54.5
28405,1620,380,54
28407,1428,524,54
28406,288,174,54
28403,767,572,55
28400,696,447,56.5
28401,2257,634,55.5
28398,1043,474,56.5
28408,284,482,54
28409,1081,483,54
28813,1245,242,56
28812,344,219,56
28818,337,210,54
28814,477,547,55
28815,411,257,55
28816,340,212,55
28810,342,208,57
28811,344,205,57
28817,337,246,55
28421,281,171,54
28417,456,199,55
28423,390,233,54
28412,389,263,57.5
28422,429,236,54
28418,815,215,55
28414,358,201,57
28420,1342,107,54.5
28415,15,172,56.5
28413,769,345,57
28410,653,167,58
28416,1256,176,56.5
28419,654,113,54.5
28424,356,10,54
28411,293,180,58
28821,1548,29,62
28822,673,67,61
28820,1154,18,62
28827,1052,350,55
28824,1209,21,59.5
28826,1054,316,58
28828,675,34,54
28825,1025,15,58
28819,1498,10,62.5
28823,954,388,60
28426,2326,7,55.5
28427,29,404,55.5
28432,34,911,54
28433,29,563,54
28429,24,137,55
28428,12,184,55.5
28430,2326,25,54
28431,12,304,54
28434,25,532,54
28435,60,406,54
28425,12,10,58
28833,272,162,59
28837,235,95,56.5
28830,276,22,59
28835,297,119,57
28838,1735,353,54.5
28834,461,92,57
28831,154,96,59
28829,272,126,59
28832,2621,326,59
28839,1099,492,54.5
28836,247,10,56.5
28855,2326,594,54
28844,265,150,58
28851,831,407,55.5
28842,832,796,60.5
28852,230,726,55
28840,265,188,61.5
28848,1580,153,56
28846,898,151,57
28853,1636,149,54
28845,894,873,57.5
28847,827,594,56
28841,833,156,60.5
28850,1607,227,55.5
28856,600,185,54
28843,419,195,58.5
28854,237,46,55
28849,361,114,55.5
28857,328,391,59
28858,815,110,59
28863,1379,262,57.5
28867,1504,721,55.5
28865,707,127,56.5
28866,1228,413,56
28861,986,923,58
28859,679,354,58.5
28862,330,360,58
28864,1678,390,57.5
28860,281,415,58.5
28870,297,287,54
28873,461,190,54
28871,272,580,54
28868,694,581,59
28872,272,584,54
28869,1202,250,54.5
28875,518,158,54
28877,273,491,54
28876,424,164,54
28874,221,645,54
28878,282,634,59.5
28879,451,616,56
28880,1248,482,54.5
28885,1605,635,54
28883,1715,572,54
28889,2201,174,54
28884,1428,765,54
28886,286,10,54
28881,1659,380,54.5
28887,1903,483,54
28882,1030,474,54
28888,1461,524,54
28893,368,206,58
28898,410,208,55
28894,410,248,58
28891,367,218,58
28896,624,736,56.5
28890,502,327,59
28892,368,622,58
28895,2291,276,57.5
28897,1598,244,55
28899,341,10,54
28900,341,10,54
28448,357,348,55.5
28444,429,236,57.5
28449,293,180,54
28451,1852,10,56
28447,679,199,55.5
28450,293,215,54
28439,768,113,59
28442,655,201,57.5
28443,330,167,57.5
28441,1761,345,57.5
28446,1262,165,56
28440,290,707,57.5
28436,1241,253,59
28445,1617,233,57
28438,804,176,59
28452,656,172,55.5
28456,1017,167,59
28454,359,10,57.5
28455,729,10,55.5
28437,281,10,59
28453,453,173,57.5
28902,1839,34,61
28909,892,443,54.5
28904,20,21,58.5
28910,859,358,54
28905,236,19,57.5
28906,675,350,57
28908,1840,35,54.5
28901,747,870,64.5
28903,1851,464,59
28907,2258,481,56
28913,12,24,57
28919,2326,181,54
28918,12,304,54
28915,34,406,55.5
28920,36,570,54
28914,259,718,56
28917,12,184,54
28912,1408,527,57
28922,32,78,54
28921,1330,404,54
28911,611,764,59.5
28916,12,115,54.5
28929,276,22,57.5
28931,297,119,54
28926,179,490,58
28923,2287,853,59.5
28925,1299,133,58
28927,305,492,58
28924,252,353,59
28930,272,126,57
28932,155,96,54
28928,45,10,57.5
28945,270,684,57
28935,378,187,59
28946,1525,589,57
28936,898,751,59
28937,12,723,59
28939,2622,948,59
28941,2326,594,59
28944,832,153,57
28943,264,149,59
28942,571,407,59
28933,12,53,59
28934,34,704,59
28938,1647,150,59
28940,831,196,59
28947,24,574,56.5
28956,765,354,55
28950,433,390,57.5
28951,665,923,57
28948,433,413,59
28955,449,520,56
28953,1246,175,57
28958,1032,105,54
28952,1079,110,57
28957,731,293,54.5
28954,665,116,56.5
28949,398,10,58.5
28458,1099,190,60
28459,297,943,59.5
28457,518,159,62
28467,204,680,54
28465,535,580,54
28464,467,834,55
28469,180,158,54
28468,716,97,54
28463,154,164,55
28462,2287,161,56
28466,1913,98,54
28460,536,163,59
28461,537,581,57
28477,1585,243,55
28478,552,212,55
28470,637,540,60.5
28474,337,210,57.5
28476,477,242,55
28473,410,245,59.5
28472,2245,248,60
28475,341,218,56
28479,344,10,54
28471,339,205,60
28963,29,777,57
28972,417,917,55
28969,1204,115,56
28965,1894,5,56
28973,459,949,54
28971,25,182,55
28959,361,570,58
28964,436,78,57
28962,404,851,57
28960,2623,181,58
28970,2330,10,56
28966,561,10,56
28974,31,10,56
28961,2326,184,57
28967,12,10,56
28968,237,10,56
28977,389,303,56.5
28975,837,846,60
28976,654,344,57
28978,356,172,55
28979,654,251,54
28981,839,634,54
28980,2037,368,54
28982,654,10,54
28494,2120,185,57.5
28480,831,188,60.5
28487,300,149,57.5
28481,1923,153,59.5
28489,318,609,57.5
28490,264,684,57
28492,380,196,56
28484,1647,873,58.5
28488,485,152,57.5
28483,2616,195,59
28493,318,157,55.5
28482,830,194,59.5
28491,303,150,57
28486,2326,594,58
28497,1096,10,55.5
28496,361,114,56.5
28495,1141,866,57
28485,1607,10,58
28990,513,241,56
28993,622,242,55
28987,442,247,57
28985,477,547,58
28988,2291,276,56.5
28983,337,279,59
28984,552,212,58
28996,507,219,55
28994,639,218,55
28991,507,272,55
28989,638,207,56.5
28995,342,270,55
28998,370,210,55
28986,1908,10,57.5
28992,621,248,55
28997,1258,269,55
28514,436,576,54.5
28507,22,708,56.5
28510,12,304,56
28509,1541,130,56
28515,272,184,54
28505,12,182,57.5
28501,29,786,60
28498,34,406,61
28512,238,404,55
28504,542,137,58
28499,470,192,61
28503,2326,25,58.5
28500,32,24,60
28508,460,911,56
28506,469,10,57
28502,12,10,58.5
28511,426,10,55
28513,845,10,54.5
28525,389,447,56
28520,1079,346,58.5
28518,916,568,59
28526,837,368,55.5
28517,2031,200,61
28524,1046,344,57.5
28516,389,303,61.5
28522,1046,846,58
28523,1046,251,58
28521,279,172,58.5
28527,2032,10,54
28528,2136,10,54
28519,2032,10,58.5
29003,2291,276,57
29009,501,269,54
29002,1904,243,57.5
29007,337,208,54
29010,344,219,54
29008,441,793,54
29005,1245,242,56
29006,337,210,54
28999,616,248,61
29004,339,205,56.5
29000,512,780,60
29001,370,246,57.5
28539,282,346,54.5
28530,732,234,59
28532,430,368,58
28531,1849,200,58.5
28538,2618,251,55.5
28534,2141,263,57.5
28535,279,172,57
28529,2617,303,59
28533,1850,568,57.5
28537,2070,10,56.5
28536,1790,10,56.5
29028,2291,622,54.5
29026,477,242,54.5
29029,497,209,54
29020,477,540,58.5
29021,2291,269,57.5
29027,1889,248,54.5
29031,337,210,54
29025,337,208,56
29030,344,219,54
29032,2291,241,54
29033,1586,243,54
29022,558,204,57.5
29023,2294,218,57
29024,342,278,56
29037,356,344,56.5
29036,279,172,57.5
29035,1079,346,58
29040,282,251,54
29034,2208,200,59
29041,1905,482,54
29039,654,401,54
29038,2267,474,54.5
29043,279,172,57
29044,282,199,57
29049,1033,251,57
29048,389,447,57
29045,2254,846,57
29050,2031,200,57
29042,286,234,57
29047,1850,568,57
29046,1248,401,57
29053,1079,401,57
29056,987,251,54
29051,837,363,58.5
29055,654,344,54
29054,1077,303,57
29052,654,10,58
29169,1175,289,61
29177,1135,103,54.5
29173,739,839,58.5
29174,214,91,58
29176,703,305,57.5
29171,828,495,59.5
29172,1578,701,59
29168,221,286,61
29178,2559,353,54
29179,174,315,54
29175,668,10,57.5
29170,514,10,61
29184,1476,427,55
29180,1517,268,57
29186,845,137,55
29182,2345,578,55
29181,850,421,57
29183,1919,425,55
29185,1472,10,55
29160,282,199,57.5
29161,1824,342,57.5
29165,809,200,54
29167,1706,293,54
29162,1655,233,55
29159,281,201,59
29164,1228,215,54
29166,1396,180,54
29163,330,10,54.5
29622,1107,110,57
29613,166,102,59
29610,594,352,59
29616,2631,305,59
29618,2292,286,57
29611,146,140,59
29621,518,289,57
29623,168,92,59
29620,177,316,57
29615,1110,103,59
29619,1148,325,57
29609,595,839,59
29617,1114,91,57
29612,742,322,59
29624,1160,502,57
29614,183,353,59
29625,386,10,59
29626,150,10,57
29194,881,411,68
29192,2,409,68
29190,523,412,68
29188,220,436,68
29191,32,723,68
29195,32,435,66
29189,1316,950,68
29187,25,134,68
29193,117,408,68
29201,1476,137,55.5
29197,1919,425,58
29199,1474,424,58
29200,1476,426,58
29196,1536,12,58
29202,1519,421,55.5
29198,1479,422,58
29204,680,175,57.5
29209,285,254,55.5
29203,816,215,57.5
29213,463,233,55.5
29210,463,180,55.5
29212,809,165,55.5
29206,288,173,57.5
29215,656,172,53
29211,2270,202,55.5
29208,2293,306,57.5
29214,706,236,55.5
29207,1715,10,57.5
29205,731,293,57.5
29222,179,492,55
29217,186,159,57
29218,186,97,57
29219,677,119,57
29223,112,100,55
29221,235,93,55
29216,114,19,57
29226,180,98,55
29224,325,95,55
29220,235,126,57
29225,307,10,55
29227,214,107,57
29237,183,353,55
29233,829,325,55
29238,386,92,55
29236,214,109,55
29229,518,322,57
29235,742,289,55
29234,828,104,55
29231,150,90,55
29232,1125,91,55
29228,146,102,57
29230,183,10,55
29239,1697,412,68
29240,523,408,68
29243,400,436,68
29246,2626,950,68
29248,524,10,68
29247,94,434,68
29244,571,723,68
29245,363,411,68
29242,400,134,68
29249,2178,951,66
29250,1640,438,66
29241,25,409,68
29251,1517,422,60
29254,1536,268,58
29257,1473,421,56
29255,1479,137,58
29262,1535,578,55
29252,1866,428,60
29259,1521,427,55.5
29253,1013,425,58.5
29260,1478,42,55.5
29256,1476,424,57.5
29258,1537,426,55.5
29261,850,12,55.5
29263,1537,894,54
29267,285,254,56
29265,705,233,57
29264,388,167,59
29272,1655,293,54
29271,1753,236,54
29268,653,342,55.5
29266,359,413,56.5
29270,2293,306,54
29269,1017,10,55
29281,154,96,54.5
29277,186,159,57
29279,1505,93,57
29278,205,19,57
29275,693,142,59
29273,204,21,59
29280,45,15,56.5
29274,880,97,59
29276,203,17,57
29282,222,100,54.5
29287,1101,496,57.5
29284,518,322,58
29288,1053,353,57.5
